route_id,service_id,shape_id,trip_id,trip_headsign,trip_short_name,direction_id
4-45,13_LAV,4-45-R-2,13-45-10-1-105000,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-105700,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-110000,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-110200,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-110500,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-110900,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-111200,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-112300,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-112600,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-113100,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-113400,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-113800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-114100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-115200,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-115500,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-115900,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-120200,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-120600,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-120900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-121300,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-121600,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-122100,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-122400,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-122800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-123100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-124200,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-124500,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-124900,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-125200,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-125700,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-130000,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-130400,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-130700,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-131100,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-131400,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-131800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-132100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-132500,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-132800,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-10-1-133700,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-10-1-134000,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-134700,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-135000,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-135300,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-135600,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-140300,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-140600,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-140900,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-141200,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-142200,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-142500,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-143400,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-143700,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-144000,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-144300,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-145000,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-145300,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-150800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-151100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-152100,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-152400,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-152600,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-152900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-153600,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-153900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-154100,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-154400,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-155100,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-155400,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-155600,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-155900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-160700,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-161000,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-162400,Carraz,,0
4-45,13_LAV,4-45-R-12,13-45-11-1-162700,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-163600,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-163900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-164100,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-164400,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-164800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-165100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-165400,Carraz,,0
4-45,13_LAV,4-45-R-12,13-45-11-1-165700,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-170600,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-170900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-171200,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-171500,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-172000,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-172300,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-172600,Carraz,,0
4-45,13_LAV,4-45-R-12,13-45-11-1-172900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-173800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-174100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-175000,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-175300,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-175600,Carraz,,0
4-45,13_LAV,4-45-R-12,13-45-11-1-175900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-180800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-181100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-182000,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-182300,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-182600,Carraz,,0
4-45,13_LAV,4-45-R-12,13-45-11-1-182900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-183800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-184100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-184900,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-185200,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-185600,Carraz,,0
4-45,13_LAV,4-45-R-12,13-45-11-1-185900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-190800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-191100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-192200,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-192500,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-193300,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-193600,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-194100,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-194400,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-194900,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-195200,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-195600,Carraz,,0
4-45,13_LAV,4-45-R-12,13-45-11-1-195900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-200800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-201100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-201800,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-202100,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-203000,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-203300,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-203600,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-203900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-204700,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-205000,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-210900,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-211200,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-212200,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-212500,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-213600,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-213900,Les Ateliers,,1
4-45,13_LAV,4-45-A-1,13-45-11-1-215200,Carraz,,0
4-45,13_LAV,4-45-R-2,13-45-11-1-215500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-052500,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-052800,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-053900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-054200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-055800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-060100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-060700,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-061000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-061700,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-062000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-062900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-063200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-064000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-064300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-065000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-065300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-065600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-065900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-070200,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-070500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-071000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-071300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-071700,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-10-1-072000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-072900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-073200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-073500,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-073800,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-074200,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-10-1-074500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-075400,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-075700,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-080100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-080400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-080800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-081100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-081700,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-10-1-082000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-082900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-083200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-083500,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-083800,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-084200,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-10-1-084500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-085400,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-085700,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-090600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-090900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-091300,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-091600,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-092000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-092300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-093300,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-093600,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-094100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-094400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-095100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-095400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-095800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-100100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-100600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-100900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-101200,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-101500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-103000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-103300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-103500,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-103800,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-104000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-104300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-104700,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-105000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-105700,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-110000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-110200,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-110500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-110900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-111200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-112300,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-112600,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-113100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-113400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-113800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-114100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-115200,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-115500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-115900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-120200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-120600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-120900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-121300,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-121600,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-122100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-122400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-122800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-123100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-124200,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-124500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-124900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-125200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-125700,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-130000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-130400,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-130700,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-131100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-131400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-131800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-132100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-132500,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-132800,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-10-1-133700,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-10-1-134000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-134700,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-135000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-135300,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-135600,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-140300,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-140600,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-140900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-141200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-142200,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-142500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-143400,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-143700,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-144000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-144300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-145000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-145300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-150800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-151100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-152100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-152400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-152600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-152900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-153600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-153900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-154100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-154400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-155100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-155400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-155600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-155900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-160700,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-161000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-162400,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-11-1-162700,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-163600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-163900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-164100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-164400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-164800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-165100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-165400,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-11-1-165700,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-170600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-170900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-171200,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-171500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-172000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-172300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-172600,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-11-1-172900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-173800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-174100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-175000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-175300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-175600,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-11-1-175900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-180800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-181100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-182000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-182300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-182600,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-11-1-182900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-183800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-184100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-184900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-185200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-185600,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-11-1-185900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-190800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-191100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-192200,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-192500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-193300,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-193600,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-194100,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-194400,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-194900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-195200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-195600,Carraz,,0
4-45,22_LAV,4-45-R-12,22-45-11-1-195900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-200800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-201100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-201800,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-202100,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-203000,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-203300,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-203600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-203900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-204700,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-205000,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-210900,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-211200,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-212200,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-212500,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-213600,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-213900,Les Ateliers,,1
4-45,22_LAV,4-45-A-1,22-45-11-1-215200,Carraz,,0
4-45,22_LAV,4-45-R-2,22-45-11-1-215500,Les Ateliers,,1
4-45,23_LAV,4-45-A-1,23-45-10-1-052500,Carraz,,0
4-45,23_LAV,4-45-R-2,23-45-10-1-052800,Les Ateliers,,1
4-45,23_LAV,4-45-A-1,23-45-10-1-053900,Carraz,,0
4-45,23_LAV,4-45-R-2,23-45-10-1-054200,Les Ateliers,,1
4-45,23_LAV,4-45-A-1,23-45-10-1-055800,Carraz,,0
4-45,23_LAV,4-45-R-2,23-45-10-1-060100,Les Ateliers,,1
4-45,23_LAV,4-45-A-1,23-45-10-1-060700,Carraz,,0
4-45,23_LAV,4-45-R-2,23-45-10-1-061000,Les Ateliers,,1
4-45,23_LAV,4-45-A-1,23-45-10-1-061700,Carraz,,0
4-45,23_LAV,4-45-R-2,23-45-10-1-062000,Les Ateliers,,1
4-45,23_LAV,4-45-A-1,23-45-10-1-062900,Carraz,,0
4-45,23_LAV,4-45-R-2,23-45-10-1-063200,Les Ateliers,,1
4-45,23_LAV,4-45-A-1,23-45-10-1-064000,Carraz,,0
